id,category,donateedetails,donateepaidby,donateetype,hours_details,hours_worked,is_ultimate_payer_different,ispaymentdonated,job_title,link,member,mnis_id,parent_interest_id,payment_description,payment_received,payment_type,published,received_date,registered,source_archive,summary,twfy_id,ultimate_payer_name,ultimatepayeraddress,ultimatepayernatureofbusiness,ultimatepayerprotectedbyconfidentiality,updated_1,value
11155,Employment and earnings - Ad hoc payments,,,,,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11155,Nick Thomas-Symonds,4479,3835,,True,Monetary,2024-11-05,2024-10-30,2024-11-01,Apr07_25,"Payment received on 30 October 2024 - £2,059.10",,"Weidenfeld & Nicolson United Kingdom, Orion Publishing Group","Carmelite House, 50 Victoria Embankment, London. EC47 0DZ",,False,,2059.10
11137,Employment and earnings - Ad hoc payments,,Donated by the Member to the recipient,Charity,n/a.,0.00,False,True,,https://interests-api.parliament.uk/api/v1/Interests/11137,Mike Martin,5219,11136,Book Royalties,True,Monetary,2024-11-05,2024-10-31,2024-10-31,Apr07_25,Payment received on 31 October 2024 - £513.28,,,,,False,,513.28
11133,Employment and earnings - Ad hoc payments,,,,This number is an estimate,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11133,Nigel Farage,5091,10624,,True,Monetary,2024-11-05,2024-10-23,2024-10-31,Apr07_25,"Payment received on 23 October 2024 - £1,492.37",26352,,,,False,,1492.37
11152,Employment and earnings - Ad hoc payments,,,,,5.50,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11152,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-11-05,2024-11-01,2024-11-01,Apr07_25,Payment received on 01 November 2024 - £825.00,,Fletchers Solicitors Limited t/a Fletchers Solicitors,"Dukes House, 34 Hoghton Street, Southport, Merseyside PR9 0PU",Solicitor,False,,825.00
11135,Employment and earnings - Ad hoc payments,,,,This number is estimated,24.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11135,Nigel Farage,5091,9240,,True,Monetary,2024-11-05,2024-10-31,2024-10-31,Apr07_25,"Payment received on 31 October 2024 - £9,709.52",26352,,,,False,,9709.52
11345,Employment and earnings - Ad hoc payments,,,,approx.,25.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11345,Baggy Shanker,5176,7633,Basic Allowance,True,Monetary,2024-11-02,2024-09-25,2024-11-02,Apr07_25,"Payment received on 25 September 2024 - £1,068.79",,,,,False,,1068.79
11099,Employment and earnings - Ad hoc payments,,,,2 x 4 hours = 8 hours total,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11099,Sir Iain Duncan Smith,152,3680,"£250.00 received for article published on 25 September - ""Time to act against Beijing's Biotech threat"" and £250.00 received for article published on 12 October - ""Dangerous cyclists should be driven off our roads"".",True,Monetary,2024-11-01,2024-10-29,2024-10-29,Apr07_25,Payment received on 29 October 2024 - £500.00,,,,,False,,500.00
11098,Employment and earnings - Ad hoc payments,,,,,24.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11098,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-11-01,2024-10-29,2024-10-29,Apr07_25,"Payment received on 29 October 2024 - £4,800.00",,Bindmans LLP,"236 Gray's Inn Road, London WC1X 8HB",Solicitor,False,,4800.00
11086,Employment and earnings - Ad hoc payments,,Paid direct to the recipient by the payer,Charity,,2.00,True,True,,https://interests-api.parliament.uk/api/v1/Interests/11086,Jess Phillips,4370,4367,,True,Monetary,2024-10-28,2024-10-01,2024-10-27,Apr07_25,"Payment received on 01 October 2024 - £2,460.00",,Sky News,"Grant Way, Isleworth, Middlesex TW7 5QD",,False,,2460.00
11089,Employment and earnings - Ad hoc payments,,,,37.5 hours per week.,37.50,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11089,Sojan Joseph,5247,6957,This is back dated arrears payment for the period from 1/4/2024 to 4/07/2024,True,Monetary,2024-10-28,2024-10-24,2024-10-28,Apr07_25,Payment received on 24 October 2024 - £586.07,,,,,False,,586.07
11082,Employment and earnings - Ad hoc payments,,,,Approximate number of hours worked,7.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11082,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-28,2024-10-24,2024-10-26,Apr07_25,Payment received on 24 October 2024 - £710.00,,Applebys Solicitors Limited t/a Applebys,"Intake House, Intake Road, Bradford BD2 3JR",Solicitor,False,,710.00
10924,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10924,Jesse Norman,3991,4353,,True,Monetary,2024-10-28,2024-10-03,2024-10-28,Apr07_25,Payment received on 03 October 2024 - £186.22,,Penguin Books Ltd,"One, Embassy Gardens, 8 Viaduct Gdns, Nine Elms, London SW11 7BW",,False,,186.22
11068,Employment and earnings - Ad hoc payments,,,,,1.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11068,Dame Karen Bradley,4110,3818,,False,Monetary,2024-10-24,2024-10-23,2024-10-24,Apr07_25,Payment expected for services on 23 October 2024 - £150.00,,,,,False,,150.00
11059,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11059,Jesse Norman,3991,4353,,True,Monetary,2024-10-23,2024-10-17,2024-10-23,Apr07_25,Payment received on 17 October 2024 - £402.79,,Everyman's Library,"50 Albemarle Street, London W1S 4BD",,False,,402.79
11054,Employment and earnings - Ad hoc payments,,,,Estimated number of hours worked,1.50,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11054,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-23,2024-10-21,2024-10-22,Apr07_25,Payment received on 21 October 2024 - £150.00,,Talbot Law Limited,"Morgan House, 25-27 Hagley Road, Stourbridge, West Midlands, DY8 1QH",Solicitor,False,,150.00
11060,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11060,Jesse Norman,3991,4353,,True,Monetary,2024-10-23,2024-10-10,2024-10-23,Apr07_25,Payment received on 10 October 2024 - £78.28,,HarperCollins Publishers,"103 Westerhill Road, Bishopsbriggs, Glasgow G64 2QT",,False,,78.28
11012,Employment and earnings - Ad hoc payments,,,,,2.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11012,Sir Jeremy Hunt,1572,11008,Speech at the Nesta Policy Live Event,True,Monetary,2024-10-23,2024-10-14,2024-10-22,Apr07_25,"Payment received on 14 October 2024 - £4,000.00",,Nesta,"58 Victoria Embankment, London EC4Y 0DS",Registered charity,False,,4000.00
11057,Employment and earnings - Ad hoc payments,,,,Estimated up to 2 hours per week,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11057,Torsten Bell,5069,10852,,True,Monetary,2024-10-23,2024-10-04,2024-10-23,Apr07_25,Payment received on 04 October 2024 - £500.00,,,,,False,,500.00
11040,Employment and earnings - Ad hoc payments,,,,,1.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/11040,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-21,2024-10-16,2024-10-19,Apr07_25,Payment received on 16 October 2024 - £200.00,,Mark Reynolds Solicitors,"13-15 Suez Street, Warrington WA1 1EF",Solicitor,False,,200.00
11010,Employment and earnings - Ad hoc payments,,,,2 days travel plus preparation of speeches,36.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11010,Barry Gardiner,146,11009,,True,Monetary,2024-10-17,2024-10-09,2024-10-15,Apr07_25,"Payment received on 09 October 2024 - £3,000.00",,,,,False,,3000.00
10992,Employment and earnings - Ad hoc payments,,,,,3.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10992,Dr Neil Shastri-Hurst,5197,6031,The figure includes 15% to be deducted for Chambers' expenses,True,Monetary,2024-10-14,2024-10-09,2024-10-12,Apr07_25,Payment received on 09 October 2024 - £375.00,,Law Together LLP,"Castlefield House, Liverpool Road, Manchester M3 4SB",Solicitor,False,,375.00
10991,Employment and earnings - Ad hoc payments,,,,,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10991,Chris Evans,4040,5320,Royalties for book on Don Revie,True,Monetary,2024-10-14,2024-10-03,2024-10-11,Apr07_25,Payment received on 03 October 2024 - £634.00,,Bloomsbury Publishing PLC,"31 Bedford Avenue, London WC1B 3AT",Publishing,False,,634.00
10993,Employment and earnings - Ad hoc payments,,,,Estimated number of hours worked,4.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10993,Dr Neil Shastri-Hurst,5197,6031,The figure includes 15% to be deducted for Chambers' expenses,True,Monetary,2024-10-14,2024-10-08,2024-10-12,Apr07_25,Payment received on 08 October 2024 - £500.00,,Horwich Cohen Coghlan Ltd,"Trafford House, Chester Road, Manchester M32 0RS",Solicitor,False,,500.00
11000,Employment and earnings - Ad hoc payments,,,,,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/11000,Barry Gardiner,146,8538,,True,Monetary,2024-10-14,2024-09-30,2024-10-14,Apr07_25,"Payment received on 30 September 2024 - £1,000.00",,,,,False,,1000.00
10984,Employment and earnings - Ad hoc payments,,,,,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10984,Alison Hume,5254,7406,Royalties,True,Monetary,2024-10-10,2024-10-07,2024-10-10,Apr07_25,Payment received on 07 October 2024 - £54.52,,ALCS,"Authors' Licensing and Collecting Society, International House, 1 St Katherine's Way, London E1W 1UN",,False,,54.52
10932,Employment and earnings - Ad hoc payments,,,,,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10932,Suella Braverman,4475,10669,One-off Guest Presenting,True,Monetary,2024-10-09,2024-09-25,2024-10-07,Apr07_25,"Payment received on 25 September 2024 - £1,000.00",,,,,False,,1000.00
10931,Employment and earnings - Ad hoc payments,,,,Approximate,6.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10931,Suella Braverman,4475,10930,For articles,True,Monetary,2024-10-09,2024-10-01,2024-10-07,Apr07_25,"Payment received on 01 October 2024 - £1,500.00",,,,,False,,1500.00
10920,Employment and earnings - Ad hoc payments,Elizabeth Garrett Anderson School,Donated by the Member to the recipient,Other,3 hour guest presenter slot on LBC - 22 July 2024,3.00,False,True,,https://interests-api.parliament.uk/api/v1/Interests/10920,Emily Thornberry,1536,10919,,True,Monetary,2024-10-09,2024-09-25,2024-10-07,Apr07_25,"Payment received on 25 September 2024 - £1,000.00",,,,,False,,1000.00
10910,Employment and earnings - Ad hoc payments,,,,Approximate number of hours worked,2.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10910,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-08,2024-10-04,2024-10-05,Apr07_25,Payment received on 04 October 2024 - £250.00,,Ime Law Limited (Part of Irwin Mitchell LLP),"PO BOX 4986, Sheffield S1 9GD",Solicitor,False,,250.00
10909,Employment and earnings - Ad hoc payments,,,,No additional hours to declare.,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10909,Jack Rankin,5340,7745,Commission-type payment paid for work mainly conducted before I was elected a Member of Parliament.,True,Monetary,2024-10-05,2024-09-30,2024-10-05,Apr07_25,"Payment received on 30 September 2024 - £19,590.00",,,,,False,,19590.00
10901,Employment and earnings - Ad hoc payments,,,,No hours were worked following the election. This payment represents an end of service payment including payment in lieu of notice and holiday,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10901,Mr Connor Rand,5159,6464,,True,Monetary,2024-10-04,2024-08-22,2024-10-04,Apr07_25,"Payment received on 22 August 2024 - £16,231.64",,,,,False,,16231.64
10361,Employment and earnings - Ad hoc payments,,Donated by the Member to the recipient,Charity,none since my election. This payment was donated back to Medical Aid for Palestinians on 31 July 2024,0.00,False,True,,https://interests-api.parliament.uk/api/v1/Interests/10361,Melanie Ward,5240,7447,,True,Monetary,2024-10-03,2024-07-25,2024-08-04,Apr07_25,"Payment received on 25 July 2024 - £1,887.00",,,,,False,2024-10-03,1887.00
10889,Employment and earnings - Ad hoc payments,,,,,4.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10889,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-03,2024-10-01,2024-10-03,Apr07_25,Payment received on 01 October 2024 - £500.00,,Law Together LLP,"Castlefield House, Liverpool Road, Manchester, M3 4SB",Solicitor,False,,500.00
10890,Employment and earnings - Ad hoc payments,,,,approx,1.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10890,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-03,2024-10-01,2024-10-03,Apr07_25,Payment received on 01 October 2024 - £125.00,,Thompsons Solicitors LLP,"Embassy House, 60 Church Street, Birmingham, B3 2DJ",Solicitor,False,,125.00
10891,Employment and earnings - Ad hoc payments,,,,Estimated number of hours worked,3.50,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10891,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-10-03,2024-10-02,2024-10-03,Apr07_25,Payment received on 02 October 2024 - £425.00,,DAC Beachcroft Claims Ltd,"Wellbar Central, 36 Gallowgate, Newcastle Upon Tyne, NE1 4TD",Solicitor,False,,425.00
10880,Employment and earnings - Ad hoc payments,,,,Approximate number of hours as part of my handover / transition period from my role as Assistant Vice-Principal International at the University of St Andrews,25.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10880,Stephen Gethins,4434,8141,,True,Monetary,2024-10-02,2024-09-27,2024-10-02,Apr07_25,"Payment received on 27 September 2024 - £1,141.22",,,,,False,,1141.22
10878,Employment and earnings - Ad hoc payments,,,,,24.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10878,Dr Andrew Murrison,1466,4341,,True,Monetary,2024-10-02,2024-09-30,2024-10-02,Apr07_25,"Payment received on 30 September 2024 - £1,190.00",,,,,False,,1190.00
10868,Employment and earnings - Ad hoc payments,,,,,28.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10868,Nigel Farage,5091,8916,,True,Monetary,2024-10-01,2024-09-30,2024-10-01,Apr07_25,Payment received on 30 September 2024 - £785.77,26352,,,,False,,785.77
10871,Employment and earnings - Ad hoc payments,,,,This number is estimated,14.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10871,Nigel Farage,5091,9226,,True,Monetary,2024-10-01,2024-09-30,2024-10-01,Apr07_25,Payment received on 30 September 2024 - £163.99,26352,,,,False,,163.99
10869,Employment and earnings - Ad hoc payments,,,,This number is estimated,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10869,Nigel Farage,5091,10624,,True,Monetary,2024-10-01,2024-09-30,2024-10-01,Apr07_25,"Payment received on 30 September 2024 - £3,044.24",26352,,,,False,,3044.24
10867,Employment and earnings - Ad hoc payments,,,,This number is estimated,20.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10867,Nigel Farage,5091,6852,(includes VAT),True,Monetary,2024-10-01,2024-09-30,2024-10-01,Apr07_25,"Payment received on 30 September 2024 - £60,388.80",26352,,,,False,,60388.80
10872,Employment and earnings - Ad hoc payments,,,,This number is estimated,24.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10872,Nigel Farage,5091,9240,,True,Monetary,2024-10-01,2024-09-30,2024-10-01,Apr07_25,"Payment received on 30 September 2024 - £12,247.71",26352,,,,False,,12247.71
10850,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10850,Sir Keir Starmer,4514,4935,Copyright payments for books written before my election to Parliament,True,Monetary,2024-09-30,2024-09-25,2024-09-30,Apr07_25,Payment received on 25 September 2024 - £205.86,,,,,False,,205.86
10627,Employment and earnings - Ad hoc payments,,,,Estimated,30.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10627,Lizzi Collinge,5225,6486,,True,Monetary,2024-09-30,2024-08-30,2024-09-03,Apr07_25,"Payment received on 30 August 2024 - £1,120.07",,,,,False,,1120.07
10853,Employment and earnings - Ad hoc payments,,,,Approximately 2 hours per week,8.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10853,Torsten Bell,5069,10852,One column a week for August,True,Monetary,2024-09-30,2024-09-05,2024-09-30,Apr07_25,Payment received on 05 September 2024 - £400.00,,,,,False,,400.00
10642,Employment and earnings - Ad hoc payments,,,,,2.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10642,Sir Christopher Chope,242,10640,,False,Monetary,2024-09-30,2024-08-27,2024-09-04,Apr07_25,Payment expected for services on 27 August 2024 - £300.00,,,,,False,,300.00
10641,Employment and earnings - Ad hoc payments,,,,,2.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10641,Sir Christopher Chope,242,10640,,False,Monetary,2024-09-30,2024-08-08,2024-09-04,Apr07_25,Payment expected for services on 08 August 2024 - £300.00,,,,,False,,300.00
10820,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10820,Chris Bryant,1446,10819,,True,Monetary,2024-09-27,2024-09-20,2024-09-27,Apr07_25,Payment received on 20 September 2024 - £325.00,,,,,False,,325.00
10837,Employment and earnings - Ad hoc payments,,,,Approximate,4.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10837,Clive Lewis,4500,10718,1 article written (the foreward),True,Monetary,2024-09-27,2024-09-06,2024-09-27,Apr07_25,Payment received on 06 September 2024 - £400.00,,Joseph Rowntree Charitable Trust,"The Garden House, Water End, York YO30 6WQ",,False,,400.00
10821,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10821,Chris Bryant,1446,10819,,True,Monetary,2024-09-26,2024-03-22,2024-09-26,Apr07_25,Payment received on 22 March 2024 - £134.00,,,,,False,,134.00
10829,Employment and earnings - Ad hoc payments,,,,,28.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10829,Chris McDonald,5116,9814,,True,Monetary,2024-09-26,2024-09-17,2024-09-26,Apr07_25,"Payment received on 17 September 2024 - £1,400.00",,,,,False,,1400.00
10826,Employment and earnings - Ad hoc payments,,,,No additional hours worked,0.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10826,Jess Phillips,4370,4365,Payment from book contract,True,Monetary,2024-09-26,2024-09-20,2024-09-26,Apr07_25,"Payment received on 20 September 2024 - £11,425.00",,Simon & Schuster UK,"1st Floor, 222 Gray's Inn Road, London WC1X 8HB",Publisher,False,,11425.00
10686,Employment and earnings - Ad hoc payments,,,,,15.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10686,Jonathan Davies,5256,10026,Final payment. I will no longer be receiving an allowance.,True,Monetary,2024-09-25,2024-09-15,2024-09-25,Apr07_25,Payment received on 15 September 2024 - £242.12,,,,,False,,242.12
10802,Employment and earnings - Ad hoc payments,,,,number of hours worked is estimated,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10802,Jesse Norman,3991,4932,,True,Monetary,2024-09-25,2024-09-20,2024-09-25,Apr07_25,Payment received on 20 September 2024 - £673.00,,,,,False,,673.00
10803,Employment and earnings - Ad hoc payments,,,,,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10803,Sir Iain Duncan Smith,152,3671,"Article written for the Sun on Sunday titled ""It makes no sense for ban outside"" on 1 September 2024",True,Monetary,2024-09-25,2024-09-25,2024-09-25,Apr07_25,Payment received on 25 September 2024 - £750.00,,,,,False,,750.00
10804,Employment and earnings - Ad hoc payments,,,,approximately,80.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10804,Naz Shah,4409,10773,first advance of four advances for book writing,True,Monetary,2024-09-25,2024-09-10,2024-09-25,Apr07_25,"Payment received on 10 September 2024 - £9,225.00",,The Orion Publishing Group Ltd of Carmelite House,"50 Victoria Embankment, London EC4Y 0DZ",Publisher,False,,9225.00
10797,Employment and earnings - Ad hoc payments,,,,This covered a handover period from my employer before the General Election,30.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10797,Stephen Gethins,4434,8141,Estimated payment to cover transition period from my employer that pre-dated the General Election,True,Monetary,2024-09-24,2024-08-29,2024-09-24,Apr07_25,"Payment received on 29 August 2024 - £1,658.16",,,,,False,,1658.16
10778,Employment and earnings - Ad hoc payments,,,,Approximate hours worked,2.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10778,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-09-20,2024-09-20,2024-09-20,Apr07_25,Payment received on 20 September 2024 - £250.00,,Simpson Millar LLP,"100 Talbot Road, Stretford, Manchester, M16 0PG",Solicitor,False,,250.00
10777,Employment and earnings - Ad hoc payments,,,,Approximate number of hours worked,17.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10777,Dr Neil Shastri-Hurst,5197,6031,,True,Monetary,2024-09-20,2024-09-20,2024-09-20,Apr07_25,"Payment received on 20 September 2024 - £2,975.00",,FBC Manby Bowdler LLP,"6-10 George Street, Snow Hill, Wolverhampton WV2 4DN",Solicitor,False,,2975.00
10767,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10767,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-09-18,2024-09-20,Apr07_25,"Payment received on 18 September 2024 - £1,800.00",,,,,False,,1800.00
10761,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10761,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-08-12,2024-09-20,Apr07_25,"Payment received on 12 August 2024 - £2,850.00",,,,,False,,2850.00
10762,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10762,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-08-15,2024-09-20,Apr07_25,"Payment received on 15 August 2024 - £3,210.00",,,,,False,,3210.00
10764,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10764,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-08-22,2024-09-20,Apr07_25,"Payment received on 22 August 2024 - £2,250.00",,,,,False,,2250.00
10766,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10766,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-09-02,2024-09-20,Apr07_25,"Payment received on 02 September 2024 - £1,500.00",,,,,False,,1500.00
10763,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10763,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-08-19,2024-09-20,Apr07_25,"Payment received on 19 August 2024 - £2,250.00",,,,,False,,2250.00
10765,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10765,Jake Richards,5082,10573,,True,Monetary,2024-09-20,2024-08-27,2024-09-20,Apr07_25,"Payment received on 27 August 2024 - £2,750.00",,,,,False,,2750.00
10753,Employment and earnings - Ad hoc payments,,,,,9.50,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10753,Dr Rosena Allin-Khan,4573,3636,,True,Monetary,2024-09-19,2024-08-29,2024-09-19,Apr07_25,Payment received on 29 August 2024 - £630.00,,,,,False,,630.00
10572,Employment and earnings - Ad hoc payments,,,,No hours were worked following the election. This payment represents an end of service payment including payment in lieu of notice and holiday,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10572,Michael Wheeler,5242,6453,Final payment from pre-election employer including payment in lieu of notice and holiday.,True,Monetary,2024-09-19,2024-08-22,2024-09-16,Apr07_25,"Payment received on 22 August 2024 - £14,566.67",,,,,False,,14566.67
8777,Employment and earnings - Ad hoc payments,,,,,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/8777,Lizzi Collinge,5225,6486,,True,Monetary,2024-09-19,2024-07-31,2024-09-03,Apr07_25,"Payment received on 31 July 2024 - £1,120.07",,,,,False,,1120.07
10636,Employment and earnings - Ad hoc payments,,,,approximate hours worked,19.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10636,Tony Vaughan,5067,5988,Payment is for work done before 4 July 2024. Doughty Street Chambers takes around 20% of this figure,True,Monetary,2024-09-18,2024-08-08,2024-09-04,Apr07_25,"Payment received on 08 August 2024 - £1,162.00",,Confidential,"Birnberg Peirce Ltd, 14 Inverness Street London United Kingdom",Solicitors,False,,1162.00
10729,Employment and earnings - Ad hoc payments,,,,none since my election,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10729,Irene Campbell,5145,10717,Final payment,True,Monetary,2024-09-16,2024-08-31,2024-09-16,Apr07_25,Payment received on 31 August 2024 - £755.76,,,,,False,2024-09-25,755.76
10715,Employment and earnings - Ad hoc payments,,,,,20.00,True,False,,https://interests-api.parliament.uk/api/v1/Interests/10715,Ms Diane Abbott,172,10714,,True,Monetary,2024-09-16,2024-09-10,2024-09-16,Apr07_25,"Payment received on 10 September 2024 - £2,250.00",,Penguin Audio,"3 Viaduct Gdns, Nine Elms, London SW11 7AY",Publisher,False,,2250.00
10712,Employment and earnings - Ad hoc payments,,,,no additional hours,0.00,True,False,Italian translation of a book,https://interests-api.parliament.uk/api/v1/Interests/10712,Chris Bryant,1446,3871,,True,Monetary,2024-09-16,2024-09-12,2024-09-16,Apr07_25,"Payment received on 12 September 2024 - £3,356.00",,Nero Pozza Editore,"Via Enrico Fermi 205, 36100 Vicenza Italy",Publishing,False,,3356.00
10709,Employment and earnings - Ad hoc payments,,,,Monthly councillor allowance backdated to 21/22,0.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10709,Sarah Hall,5154,10708,Backpay received from council for previous council role.,True,Monetary,2024-09-16,2024-09-13,2024-09-16,Apr07_25,"Payment received on 13 September 2024 - £1,688.69",,,,,False,,1688.69
10697,Employment and earnings - Ad hoc payments,,,,,10.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10697,Phil Brickell,5128,7878,,True,Monetary,2024-09-15,2024-09-06,2024-09-15,Apr07_25,Payment received on 06 September 2024 - £731.05,,,,,False,,731.05
10667,Employment and earnings - Ad hoc payments,,,,,3.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10667,Suella Braverman,4475,5193,for articles,True,Monetary,2024-09-11,2024-08-20,2024-09-09,Apr07_25,Payment received on 20 August 2024 - £750.00,,,,,False,,750.00
10680,Employment and earnings - Ad hoc payments,,,,,3.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10680,Peter Prinsley,5163,6941,,True,Monetary,2024-09-11,2024-08-30,2024-09-11,Apr07_25,Payment received on 30 August 2024 - £500.00,,,,,False,,500.00
10675,Employment and earnings - Ad hoc payments,,,,,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10675,Peter Prinsley,5163,6315,operating list on 2 patients,True,Monetary,2024-09-11,2024-07-26,2024-09-11,Apr07_25,Payment received on 26 July 2024 - £570.64,,,,,False,,570.64
10668,Employment and earnings - Ad hoc payments,,,,,6.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10668,Suella Braverman,4475,5193,for articles,True,Monetary,2024-09-11,2024-09-03,2024-09-09,Apr07_25,"Payment received on 03 September 2024 - £1,500.00",,,,,False,,1500.00
10676,Employment and earnings - Ad hoc payments,,,,,4.00,False,False,,https://interests-api.parliament.uk/api/v1/Interests/10676,Peter Prinsley,5163,6941,,True,Monetary,2024-09-11,2024-07-30,2024-09-11,Apr07_25,Payment received on 30 July 2024 - £650.00,,,,,False,,650.00
