id,parent_interest_id,member,party,mnis_id,twfy_id,category,category_code,summary
3540,,Michael Shanks,labour,4998,26276,Miscellaneous,8,A member of General Teaching Council for Scotland. This is an unpaid role.
3541,,Michael Shanks,labour,4998,26276,Miscellaneous,8,A trustee of Glasgow Disabled Scouts. This is an unpaid role.
3543,,Sir John Hayes,conservative,350,10265,Miscellaneous,8,"Trustee of the John Clare Trust, which runs John Clare Cottage, preserving it and the poet’s works for future generations. This is an unpaid role."
3544,,John Healey,labour,400,10268,Miscellaneous,8,Executive Committee Member of the British American Parliamentary Group. This is an unpaid role.
3545,,Michael Shanks,labour,4998,26276,Miscellaneous,8,A trustee of Interfaith Glasgow. This is an unpaid role.
3546,,Michael Shanks,labour,4998,26276,Miscellaneous,8,A trustee of Epilepsy Scotland. This is an unpaid role.
3549,,Karin Smyth,labour,4444,25390,Miscellaneous,8,Vice-Chair of the British Irish Parliamentary Assembly. This is an unpaid role.
3554,,Alistair Strathern,labour,5000,26278,Miscellaneous,8,I hold share options in OakNorth Holdings Limited that are below the threshold for registration.
3636,,Dr Rosena Allin-Khan,labour,4573,25579,Employment and earnings,1,Doctor
11919,3636,Dr Rosena Allin-Khan,labour,4573,25579,Employment and earnings - Ad hoc payments,1.1,Payment received on 12 February 2025 - £665.00
11920,3636,Dr Rosena Allin-Khan,labour,4573,25579,Employment and earnings - Ad hoc payments,1.1,Payment received on 05 February 2025 - £665.00
11942,3636,Dr Rosena Allin-Khan,labour,4573,25579,Employment and earnings - Ongoing paid employment,1.2,Agreement starting 26 February 2025 - £977.01
3671,,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings,1,Writing articles for News UK and Ireland - News UK and Ireland
12511,3671,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 23 May 2025 - £750.00
13639,3671,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 23 October 2025 - £750.00
3677,,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings,1,Writing articles - Associated Newspapers Ltd (ANMFS Ltd)
12011,3677,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 13 March 2025 - £700.00
3680,,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings,1,Writing articles - Daily Telegraph and Sunday Telegraph
11838,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 18 February 2025 - £500.00
11970,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 04 March 2025 - £500.00
12046,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 18 March 2025 - £250.00
12143,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 01 April 2025 - £250.00
12377,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 29 April 2025 - £250.00
12512,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 27 May 2025 - £250.00
12638,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 12 June 2025 - £250.00
12943,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 21 July 2025 - £250.00
13161,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 20 August 2025 - £250.00
13330,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 16 September 2025 - £500.00
13411,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 30 September 2025 - £250.00
13529,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 October 2025 - £500.00
13837,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 11 November 2025 - £750.00
14113,3680,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 09 December 2025 - £250.00
3694,,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings,1,Writing articles - Reach Shared Services Ltd
11790,3694,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 11 February 2025 - £200.00
12819,3694,Sir Iain Duncan Smith,conservative,152,10180,Employment and earnings - Ad hoc payments,1.1,Payment received on 03 July 2025 - £200.00
3715,,Chris Evans,labourco-operative,4040,24721,Employment and earnings,1,Writing a book - David Luxton Associates Ltd
12946,3715,Chris Evans,labourco-operative,4040,24721,Employment and earnings - Ad hoc payments,1.1,"Payment received on 17 July 2025 - £4,100.00"
13805,3715,Chris Evans,labourco-operative,4040,24721,Employment and earnings - Ad hoc payments,1.1,"Payment received on 17 October 2025 - £2,000.00"
3721,,Mr Mark Francois,conservative,1444,10901,Employment and earnings,1,Writing a book
3789,,Damien Egan,labour,5010,26287,Miscellaneous,8,Trustee of the Jewish Museum London. This is an unpaid role.
3798,,Tulip Siddiq,labour,4518,25344,Land and property (within or outside the UK),6,Residential in London
3818,,Dame Karen Bradley,conservative,4110,24725,Employment and earnings,1,Member of the Advisory Board of the House Magazine - Political Engagement Limited
11890,3818,Dame Karen Bradley,conservative,4110,24725,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 26 February 2025 - £150.00
12053,3818,Dame Karen Bradley,conservative,4110,24725,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 19 March 2025 - £150.00
12278,3818,Dame Karen Bradley,conservative,4110,24725,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 23 April 2025 - £150.00
12954,3818,Dame Karen Bradley,conservative,4110,24725,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 16 July 2025 - £150.00
14162,3818,Dame Karen Bradley,conservative,4110,24725,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 17 December 2025 - £150.00
3835,,Nick Thomas-Symonds,labour,4479,25279,Employment and earnings,1,Royalties for books
12334,3835,Nick Thomas-Symonds,labour,4479,25279,Employment and earnings - Ad hoc payments,1.1,Payment received on 30 April 2025 - £515.35
12337,3835,Nick Thomas-Symonds,labour,4479,25279,Employment and earnings - Ad hoc payments,1.1,Payment received on 30 April 2025 - £97.61
13099,3835,Nick Thomas-Symonds,labour,4479,25279,Employment and earnings - Ad hoc payments,1.1,Payment received on 29 July 2025 - £946.34
14005,3835,Nick Thomas-Symonds,labour,4479,25279,Employment and earnings - Ad hoc payments,1.1,Payment received on 25 November 2025 - £529.27
3857,,Dan Carden,labour,4651,25642,"Gifts, benefits and hospitality from UK sources",3,Everton Football Club - £600.00
3869,,Suella Braverman,reform,4475,25272,Employment and earnings,1,Speaking engagements - Coulthwaite Group Pte Ltd (trading as CWG Speakers)
12537,3869,Suella Braverman,reform,4475,25272,Employment and earnings - Ad hoc payments,1.1,"Payment received on 23 May 2025 - £29,175.75"
3871,,Chris Bryant,labour,1446,10761,Employment and earnings,1,Writing and adapting a book - United Agents
12021,3871,Chris Bryant,labour,1446,10761,Employment and earnings - Ad hoc payments,1.1,"Payment received on 14 March 2025 - £10,000.00"
12344,3871,Chris Bryant,labour,1446,10761,Employment and earnings - Ad hoc payments,1.1,"Payment received on 01 May 2025 - £8,000.00"
13172,3871,Chris Bryant,labour,1446,10761,Employment and earnings - Ad hoc payments,1.1,"Payment received on 21 August 2025 - £1,000.00"
13279,3871,Chris Bryant,labour,1446,10761,Employment and earnings - Ad hoc payments,1.1,"Payment received on 10 September 2025 - £50,000.00"
13783,3871,Chris Bryant,labour,1446,10761,Employment and earnings - Ad hoc payments,1.1,Payment received on 06 November 2025 - £220.00
3903,,Tim Farron,liberal-democrat,1591,11923,Donations and other support (including loans) for activities as an MP,2,"Faith in Public Ltd - £15,264.00"
4017,,Paulette Hamilton,labour,4938,26061,Employment and earnings,1,Sitting on hearings as an Independent Associate Manager - Birmingham and Solihull Mental Health Trust
11733,4017,Paulette Hamilton,labour,4938,26061,Employment and earnings - Ad hoc payments,1.1,Payment received on 24 January 2025 - £303.20
12045,4017,Paulette Hamilton,labour,4938,26061,Employment and earnings - Ad hoc payments,1.1,Payment received on 28 February 2025 - £159.20
12129,4017,Paulette Hamilton,labour,4938,26061,Employment and earnings - Ad hoc payments,1.1,Payment received on 26 July 2024 - £150.00
12130,4017,Paulette Hamilton,labour,4938,26061,Employment and earnings - Ad hoc payments,1.1,Payment received on 28 March 2025 - £111.20
12455,4017,Paulette Hamilton,labour,4938,26061,Employment and earnings - Ad hoc payments,1.1,Payment received on 28 April 2025 - £149.40
4026,,Paulette Hamilton,labour,4938,26061,Employment and earnings,1,Preparing and delivering training and development session
4029,,Paulette Hamilton,labour,4938,26061,Employment and earnings,1,Preparing and delivering training and development sessions
4033,,Jerome Mayhew,conservative,4739,25904,Employment and earnings,1,Non-executive director
4034,4033,Jerome Mayhew,conservative,4739,25904,Employment and earnings - Ongoing paid employment,1.2,"Agreement - £3,000.00"
4058,,Matt Vickers,conservative,4844,25853,Employment and earnings,1,Chairing a training event
4136,,Liam Byrne,labour,1171,11360,Employment and earnings,1,Writing a book - Head of Zeus – UK
12920,4136,Liam Byrne,labour,1171,11360,Employment and earnings - Ad hoc payments,1.1,"Payment received on 01 June 2025 - £4,100.00"
4138,,Mr Alistair Carmichael,liberal-democrat,1442,10785,Employment and earnings,1,Member of the Advisory Board of the House Magazine
13409,4138,Mr Alistair Carmichael,liberal-democrat,1442,10785,Employment and earnings - Ad hoc payments,1.1,Payment received on 29 September 2025 - £750.00
4169,,Yvette Cooper,labour,420,10131,Employment and earnings,1,Writing a book - Conville and Walsh
12333,4169,Yvette Cooper,labour,420,10131,Employment and earnings - Ad hoc payments,1.1,Payment received on 08 April 2025 - £854.16
13760,4169,Yvette Cooper,labour,420,10131,Employment and earnings - Ad hoc payments,1.1,Payment received on 28 October 2025 - £643.01
4178,,Lee Anderson,reform,4743,25894,Employment and earnings,1,Presenter/Contributor on GB News
4180,4178,Lee Anderson,reform,4743,25894,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 March 2023 - £100,000.00"
4181,,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings,1,Legal services
4196,,David Davis,conservative,373,10162,Employment and earnings,1,"Member of the Advisory Board of THI Holdings GmbH, Eberhardstrasse 65, 70173 Stuttgart"
4197,4196,David Davis,conservative,373,10162,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 December 2019 - £33,900.00"
4217,,Richard Fuller,conservative,3912,24787,Employment and earnings,1,Advisory Director - Investcorp Securities Ltd
4221,4217,Richard Fuller,conservative,3912,24787,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 April 2023 - £25,000.00"
4249,,Marsha De Cordova,labour,4676,25620,Employment and earnings,1,Being a member of a grants application panel
4251,,Anneliese Dodds,labourco-operative,4657,25618,Employment and earnings,1,Royalties on a textbook
12218,4251,Anneliese Dodds,labourco-operative,4657,25618,Employment and earnings - Ad hoc payments,1.1,"Payment received on 31 March 2025 - £1,699.30"
4286,,Clive Lewis,labour,4500,25356,Employment and earnings,1,Writing an article
11784,4286,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment received on 06 February 2025 - £307.79
12009,4286,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment received on 13 March 2025 - £350.00
12488,4286,Clive Lewis,labour,4500,25356,Employment and earnings - Ad hoc payments,1.1,Payment received on 15 May 2025 - £411.16
4308,,Esther McVey,conservative,4084,24882,Employment and earnings,1,Writing articles - Reach Group Limited
11947,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 04 March 2025 - £1,333.33"
12190,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 02 April 2025 - £1,333.33"
12577,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 03 June 2025 - £1,333.33"
13140,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 13 July 2025 - £2,250.15"
13141,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 05 August 2025 - £2,450.66"
13222,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 02 September 2025 - £2,166.66"
13478,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 02 October 2025 - £2,166.66"
13923,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 04 November 2025 - £2,166.66"
14220,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 01 December 2025 - £2,166.66"
14277,4308,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,"Payment received on 06 January 2026 - £2,166.66"
4321,,Esther McVey,conservative,4084,24882,Employment and earnings,1,Panelist on TV programme - GB News
11816,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 February 2025 - £500.00
12109,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 March 2025 - £250.00
12323,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 April 2025 - £250.00
12524,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 15 May 2025 - £150.00
12728,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 13 June 2025 - £250.00
13138,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 August 2025 - £550.00
13242,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 16 July 2025 - £550.00
13573,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 15 October 2025 - £400.00
14189,4321,Esther McVey,conservative,4084,24882,Employment and earnings - Ad hoc payments,1.1,Payment received on 12 December 2025 - £850.00
4335,,Sir Andrew Mitchell,conservative,1211,11115,Employment and earnings,1,Writing a book
4341,,Dr Andrew Murrison,conservative,1466,11132,Employment and earnings,1,Surgeon Commander - Royal Naval Reserve
12295,4341,Dr Andrew Murrison,conservative,1466,11132,Employment and earnings - Ad hoc payments,1.1,"Payment received on 30 April 2025 - £2,810.00"
12636,4341,Dr Andrew Murrison,conservative,1466,11132,Employment and earnings - Ad hoc payments,1.1,"Payment received on 31 May 2025 - £4,539.95"
12741,4341,Dr Andrew Murrison,conservative,1466,11132,Employment and earnings - Ad hoc payments,1.1,"Payment received on 30 June 2025 - £10,377.02"
4353,,Jesse Norman,conservative,3991,24827,Employment and earnings,1,Writing Books - Peters Fraser & Dunlop Ltd
12353,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 April 2025 - £141.28
12354,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 14 April 2025 - £172.30
12355,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 24 April 2025 - £89.34
12356,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 24 April 2025 - £137.81
12701,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,"Payment received on 13 June 2025 - £4,387.27"
12830,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 03 July 2025 - £84.48
13362,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,"Payment received on 18 September 2025 - £1,667.00"
13586,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 03 October 2025 - £253.31
13587,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 09 October 2025 - £66.55
13589,4353,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 16 October 2025 - £98.40
4365,,Jess Phillips,labour,4370,25364,Employment and earnings,1,Writing books - United Agents
13156,4365,Jess Phillips,labour,4370,25364,Employment and earnings - Ad hoc payments,1.1,"Payment received on 31 July 2025 - £12,300.00"
4375,,Jess Phillips,labour,4370,25364,Employment and earnings,1,Writing articles
13551,4375,Jess Phillips,labour,4370,25364,Employment and earnings - Ad hoc payments,1.1,Payment received on 16 October 2025 - £600.00
13667,4375,Jess Phillips,labour,4370,25364,Employment and earnings - Ad hoc payments,1.1,Payment received on 16 October 2025 - £600.00
4424,,Rachel Reeves,labour,4031,24851,Employment and earnings,1,Writing a book - Peters Fraser & Dunlop Limited
4480,,Jess Phillips,labour,4370,25364,Employment and earnings,1,Royalties
4482,,Jess Phillips,labour,4370,25364,Employment and earnings,1,Library copyright fees - Public Lending Right
4541,,Sir Julian Smith,conservative,4118,24961,Miscellaneous,8,"Chair of The Alternative Dispute Resolution (ADR) Taskforce for Electricity Network Infrastructure, Department for Energy Security and Net Zero. This is an unpaid role."
4562,,Alex Sobel,labourco-operative,4658,25680,Miscellaneous,8,"A visiting Parliamentary Fellow at St Anthonys College, Oxford. This is an unpaid role."
4563,,Jon Trickett,labour,410,10604,Miscellaneous,8,Visiting Fellow of Northumbria University. This is an unpaid role.
4706,,Sir Christopher Chope,conservative,242,10103,Employment and earnings,1,Director - Carclew Limited
4707,,Sir Geoffrey Clifton-Brown,conservative,249,10119,Employment and earnings,1,Partner - East Beckham partnership
4708,4707,Sir Geoffrey Clifton-Brown,conservative,249,10119,Employment and earnings - Ongoing paid employment,1.2,"Agreement - £15,000.00"
4711,,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings,1,Consultant Global Counsel - Withers LLP
4712,4711,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 November 2023 - £293,400.00"
11923,4711,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings - Ad hoc payments,1.1,"Payment received on 17 February 2025 - £16,000.00"
13357,4711,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings - Ad hoc payments,1.1,"Payment received on 15 September 2025 - £7,000.00"
14242,4711,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings - Ad hoc payments,1.1,"Payment received on 14 December 2025 - £47,500.00"
14458,4711,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings - Ad hoc payments,1.1,"Payment received on 14 January 2026 - £7,500.00"
4718,,Dame Caroline Dinenage,conservative,4008,24873,Employment and earnings,1,Independent Non-Executive Director
4719,4718,Dame Caroline Dinenage,conservative,4008,24873,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 04 April 2023 - £50,000.00"
4742,,John Finucane,sinn-fein,4823,25821,Employment and earnings,1,Director
4743,4742,John Finucane,sinn-fein,4823,25821,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 January 2020 - £4,672.00"
4786,,Layla Moran,liberal-democrat,4656,25689,Miscellaneous,8,"Funding the legal fees for representing me in relation to complaints against the Institute of Economic Affairs and the Global Warming Policy Foundation. At the time of registration, the estimated value of this support is below the registrable threshold."
4791,,Sir Bernard Jenkin,conservative,40,10312,Employment and earnings,1,Writing articles in Diplomat Magazine - Aros Corporation Ltd
11952,4791,Sir Bernard Jenkin,conservative,40,10312,Employment and earnings - Ad hoc payments,1.1,Payment received on 27 February 2025 - £325.00
4795,,Navendu Mishra,labour,4811,25836,Miscellaneous,8,An unpaid member of the Global Advisory Council for Tech India Advocates
4803,,Valerie Vaz,labour,4076,24852,Miscellaneous,8,Solicitor (not practising)
4805,,Alberto Costa,conservative,4439,25413,Miscellaneous,8,Non-practising solicitor and notary public in Scotland.
4806,,Alberto Costa,conservative,4439,25413,Miscellaneous,8,Non-practising solicitor in England and Wales; member of the Law Society of England and Wales.
4833,,Mark Garnier,conservative,4074,24824,Employment and earnings,1,Chair of the Advisory Board
4834,4833,Mark Garnier,conservative,4074,24824,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 October 2020 - £2,500.00"
5125,4833,Mark Garnier,conservative,4074,24824,Employment and earnings - Ad hoc payments,1.1,"Payment expected for services on 01 September 2022 - £5,000.00"
6350,4833,Mark Garnier,conservative,4074,24824,Employment and earnings - Ad hoc payments,1.1,"Payment received on 24 May 2024 - £15,000.00"
4836,,Mark Garnier,conservative,4074,24824,Employment and earnings,1,Independent Non-executive Director - Super Sharp Space Systems
4837,4836,Mark Garnier,conservative,4074,24824,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 September 2023 - £8,000.00"
7907,4836,Mark Garnier,conservative,4074,24824,Employment and earnings - Ongoing paid employment,1.2,Agreement starting 18 July 2024 - £500.00
12540,4836,Mark Garnier,conservative,4074,24824,Employment and earnings - Ad hoc payments,1.1,"Payment received on 02 June 2025 - £2,000.00"
4849,,Sir John Hayes,conservative,350,10265,Employment and earnings,1,Strategic Adviser - BB Energy Trading Ltd
4850,4849,Sir John Hayes,conservative,350,10265,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 September 2018 - £50,000.00"
4853,,Sir John Hayes,conservative,350,10265,Employment and earnings,1,Columnist - Reach Plc (Reach Shared Services Ltd)
11891,4853,Sir John Hayes,conservative,350,10265,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 12 January 2025 - £250.00
11892,4853,Sir John Hayes,conservative,350,10265,Employment and earnings - Ad hoc payments,1.1,Payment expected for services on 23 February 2025 - £250.00
4855,,Sir John Hayes,conservative,350,10265,Employment and earnings,1,Part-time professor in Political Studies - University of Greater Manchester
4856,4855,Sir John Hayes,conservative,350,10265,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 April 2020 - £41,713.60"
4865,,Dr Caroline Johnson,conservative,4592,25597,Employment and earnings,1,Consultant paediatrician - North West Anglia NHS Foundation Trust
4866,4865,Dr Caroline Johnson,conservative,4592,25597,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 25 September 2023 - £26,211.60"
4893,,Carla Lockhart,dup,4857,25562,Employment and earnings,1,Farming and administrative duties
4896,4893,Carla Lockhart,dup,4857,25562,Employment and earnings - Ongoing paid employment,1.2,"Agreement - £2,500.00"
4923,,Layla Moran,liberal-democrat,4656,25689,Employment and earnings,1,Non-executive Director - CSA Catapult Innovation Centre
4924,4923,Layla Moran,liberal-democrat,4656,25689,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 30 June 2023 - £18,078.00"
4932,,Jesse Norman,conservative,3991,24827,Employment and earnings,1,Academic Work - Liberty Fund Inc
11984,4932,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,"Payment received on 27 February 2025 - £3,093.72"
12358,4932,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 30 April 2025 - £673.00
13617,4932,Jesse Norman,conservative,3991,24827,Employment and earnings - Ad hoc payments,1.1,Payment received on 30 September 2025 - £675.49
4935,,Sir Keir Starmer,labour,4514,25353,Employment and earnings,1,Copyright payments for books written before my election to Parliament - Authors’ Licensing and Collecting Society
12121,4935,Sir Keir Starmer,labour,4514,25353,Employment and earnings - Ad hoc payments,1.1,Payment received on 26 March 2025 - £636.81
13479,4935,Sir Keir Starmer,labour,4514,25353,Employment and earnings - Ad hoc payments,1.1,Payment received on 24 September 2025 - £290.34
4940,,Sir Keir Starmer,labour,4514,25353,Employment and earnings,1,Legal services provided before my election to Parliament
4959,,Mark Pritchard,conservative,1576,11946,Employment and earnings,1,Director
4961,,Mark Pritchard,conservative,1576,11946,Employment and earnings,1,Strategic marketing counsel - Strategeast
4962,4961,Mark Pritchard,conservative,1576,11946,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 01 April 2022 - £2,083.33"
4963,,Mark Pritchard,conservative,1576,11946,Employment and earnings,1,"Lead Marketing Counsel and Vice Chairman of the Advisory Board - Linden Energy Holdings, Inc"
4965,,Mark Pritchard,conservative,1576,11946,Employment and earnings,1,Marketing advice - Redway AG
5017,,Sir Gavin Williamson,conservative,4108,24729,Employment and earnings,1,Adviser
5018,5017,Sir Gavin Williamson,conservative,4108,24729,Employment and earnings - Ongoing paid employment,1.2,"Agreement starting 21 February 2023 - £60,000.00"
5019,,Pete Wishart,scottish-national-party,1440,11333,Employment and earnings,1,EMI - Royalty payments - EMI
12472,5019,Pete Wishart,scottish-national-party,1440,11333,Employment and earnings - Ad hoc payments,1.1,"Payment received on 05 May 2025 - £2,150.07"
5020,,Pete Wishart,scottish-national-party,1440,11333,Employment and earnings,1,Ridge Records - Royalty payments - Ridge Records Limited
5051,,Ashley Dalton,labour,4981,26123,Land and property (within or outside the UK),6,Residential in Southend on Sea
5096,,Munira Wilson,liberal-democrat,4776,25820,Donations and other support (including loans) for activities as an MP,2,"Mike Wheatley - £1,800.00"
5142,,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings,1,Legal Services - Director of Public Prosecutions Mauritius
12222,5142,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings - Ad hoc payments,1.1,"Payment received on 17 March 2025 - £12,203.00"
5173,,Sir Jeremy Wright,conservative,1560,11791,Miscellaneous,8,Trustee of Common Sense Media UK
5282,,Sir Geoffrey Cox,conservative,1508,11541,Employment and earnings,1,Practice at the Bar of England and Wales - Thomas More Chambers
5312,,Mr Clive Betts,labour,394,10045,Miscellaneous,8,Chair of the Attercliffe Area Board. This is an unpaid role.
5320,,Chris Evans,labourco-operative,4040,24721,Employment and earnings,1,Royalties for a book - David Luxton
5336,,Ms Stella Creasy,labourco-operative,4088,24949,Employment and earnings,1,Writing articles - Guardian news and media
14337,5336,Ms Stella Creasy,labourco-operative,4088,24949,Employment and earnings - Ad hoc payments,1.1,Payment received on 27 November 2025 - £150.00
14445,5336,Ms Stella Creasy,labourco-operative,4088,24949,Employment and earnings - Ad hoc payments,1.1,Payment received on 06 March 2025 - £296.68
14460,5336,Ms Stella Creasy,labourco-operative,4088,24949,Employment and earnings - Ad hoc payments,1.1,Payment received on 29 January 2026 - £347.00
5356,,Grahame Morris,labour,3973,24715,Donations and other support (including loans) for activities as an MP,2,"National Union of Journalists (NUJ) - £18,672.00"
5364,,Tim Farron,liberal-democrat,1591,11923,Donations and other support (including loans) for activities as an MP,2,"Faith in Public Ltd - £30,744.51"
5420,,Alicia Kearns,conservative,4805,25906,Miscellaneous,8,"Director of the China Research Group, a company limited by guarantee which works to inform MPs on the long term challenges arising from the rise of China. This is an unpaid role with no financial benefits."
5435,,Wendy Morton,conservative,4358,25342,Miscellaneous,8,Member of the British-American Parliamentary Group.
5492,,Suella Braverman,reform,4475,25272,"Gifts, benefits and hospitality from UK sources",3,"The Walbrook Club - £1,440.00"
5523,,Dame Meg Hillier,labourco-operative,1524,11605,Miscellaneous,8,Member of the London Regional Board of the Labour Party.
5598,,Robert Jenrick,reform,4320,25227,Miscellaneous,8,Member of Newark Town Board. This is an unpaid role.
5635,,George Freeman,conservative,4020,24817,Miscellaneous,8,"Strategic Adviser at The Centre for MC, a not for profit industry membership organisation focused on clinical research and development of cannabinoid pharmaceuticals and healthcare products. I consulted ACOBA about this role; it is currently unpaid."
5636,,George Freeman,conservative,4020,24817,Miscellaneous,8,"Member of Science Superpower Steering Group at UK Onward, an independent, not-for-profit Think Tank. I consulted ACOBA about this unpaid role."
