id,summary,parent_interest_id,registered,published,updated_1,category,mnis_id,twfy_id,party,member,visit_locations__country_1,visit_locations__destination_1,purpose,start_date,end_date,appg,donors__name_1,donors__is_private_individual_1,donors__public_address_1,donors__payment_type_1,donors__payment_description_1,donors__value_1,donors__is_sole_beneficiary_1,link,visit_locations__country_2,visit_locations__destination_2,donors__name_2,donors__is_private_individual_2,donors__public_address_2,donors__payment_type_2,donors__payment_description_2,donors__value_2,donors__is_sole_beneficiary_2,donors__name_3,donors__is_private_individual_3,donors__public_address_3,donors__payment_type_3,donors__payment_description_3,donors__value_3,donors__is_sole_beneficiary_3,donors__name_4,donors__is_private_individual_4,donors__public_address_4,donors__payment_type_4,donors__payment_description_4,donors__value_4,donors__is_sole_beneficiary_4,donors__name_5,donors__is_private_individual_5,donors__public_address_5,donors__payment_type_5,donors__payment_description_5,donors__value_5,donors__is_sole_beneficiary_5,visit_locations__country_3,visit_locations__destination_3,category_code
13810,International visit to Luxembourg on 23 October 2025,,2025-11-17,2025-11-17,,Visits outside the UK,4020,24817,conservative,George Freeman,Luxembourg,,LPEA Insights Conference 2025 in Luxembourg.,,,,Citicourt & Co,0,"Holborn Gate, 330 High Holborn, London, WC1V 7QH",In kind,"Plane ticket, taxes and taxi fare",814.42,1,https://interests-api.parliament.uk/api/v1/Interests/13810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13892,International visit to Italy between 20 October 2025 and 21 October 2025,,2025-11-17,2025-11-17,,Visits outside the UK,4462,25374,conservative,Tom Tugendhat,Italy,Milan,"To give a speech on UK-Europe relations at geopolitical and business conference, hosted by SDA Bocconi School of Management.",,,,NEWEST,0,"Corp One Rockefeller Plaza, New York, NY 10022",Monetary,"Flights (£582), accommodation (£270.03) and taxi (£129)",981.03,1,https://interests-api.parliament.uk/api/v1/Interests/13892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13887,International visit to Switzerland between 05 November 2025 and 08 November 2025,,2025-11-16,2025-11-17,,Visits outside the UK,5277,26499,scottish-national-party,Graham Leadbitter,Switzerland,Berne & Zurich,Cross Party MP delegation visit with focus on Switzerland’s rail and transport network and Vocational and Professional Education and Training (VPET) system.,,,,"Federal Department of Foreign Affairs, Switzerland",0,"Embassy of Switzerland in the UK, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), accommodation (£990), in-country travel (£290) and meals (£240)",1900,1,https://interests-api.parliament.uk/api/v1/Interests/13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13884,International visit to Denmark between 23 October 2025 and 24 October 2025,,2025-11-14,2025-11-17,,Visits outside the UK,5123,26360,labour,Ms Polly Billington,Denmark,Copenhagen,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,,,Parliamentary Renewable & Sustainable Energy Group (PRASEG - Secretariat for the APPG for Renewable & Sustainable Energy),Parliamentary Renewable & Sustainable Energy Group (PRASEG) Secretariat for the APPG for Renewable & Sustainable Energy,0,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Accommodation, return flights and subsistence",808,0,https://interests-api.parliament.uk/api/v1/Interests/13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13900,International visit to Switzerland between 05 November 2025 and 07 November 2025,,2025-11-17,2025-11-17,,Visits outside the UK,5309,26494,labour,Katrina Murray,Switzerland,Zurich and Berne,MP delegation visit with focus on Switzerland’s rail/transport network and Vocational and Professional Education and Training (VPET) system.,,,,"Federal Department of Foreign Affairs, Switzerland",0,"Embassy of Switzerland in the United Kingdom, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), Accommodation (£660), In-Country Travel (£290), Meals (£240)",1570,1,https://interests-api.parliament.uk/api/v1/Interests/13900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13886,International visit to San Marino between 21 October 2025 and 24 October 2025,,2025-11-16,2025-11-16,,Visits outside the UK,5168,26541,labour,Adam Jogee,San Marino,,"Part of a cross-party delegation to further relations between the United Kingdom and the Republic of San Marino and the Holy See. The visit included being received at the Vatican by the Holy Father, His Holiness Pope Leo.",,,All Party Parliamentary Group on San Marino,Consulate of the Republic of San Marino to the United Kingdom,0,"c/o Baird House
15-17 St Cross Street
Farringdon
London 
EC1N 8UW",In kind,"Airfare/Ground
Transfers (£552.07)

Accommodation
(£322)

Subsistence
(£287.24)",1161.31,1,https://interests-api.parliament.uk/api/v1/Interests/13886,Vatican City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13875,International visit to Switzerland between 06 November 2025 and 08 November 2025,,2025-11-13,2025-11-14,,Visits outside the UK,5199,26480,labour,Mr Luke Charters,Switzerland,Berne and Zurich,"MP delegation visit with a focus on Switzerland’s rail and transport network, and the Vocational and Professional Education and Training (VPET) system.",,,,"Federal Department of Foreign Affairs, Switzerland",0,"Embassy of Switzerland in the United Kingdom, 16-18 Montagu Place, London W1H 2BQ",In kind,"Travel (£380), accommodation (£660), in-country travel (£290) and meals (£240)",1570,1,https://interests-api.parliament.uk/api/v1/Interests/13875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13873,International visit to Finland between 27 October 2025 and 29 October 2025,,2025-11-13,2025-11-14,,Visits outside the UK,5154,26416,labourco-operative,Sarah Hall,Finland,,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit.",,,Nuclear Energy APPG,Nuclear Industry Association,0,"4th Floor, York House, 23 Kingsway, London WC2B 6UJ",In kind,"Return flights to Helsinki, hotel accommodation, transport and meals",882.55,1,https://interests-api.parliament.uk/api/v1/Interests/13873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13880,International visit to Finland between 27 October 2025 and 29 October 2025,,2025-11-14,2025-11-14,,Visits outside the UK,4799,25885,labour,Charlotte Nichols,Finland,Helsinki and Rauma,"To visit the Olkiluoto 3 Nuclear Power Plant, Onkalo Geological Disposal Facility and Radiation and Nuclear Safety Authority (STUK) as part of a Nuclear Energy APPG Visit",,,Nuclear APPG,Nuclear Industry Association,0,"4th Floor, York House, 23 Kingsway, London WC2B 6UJ",In kind,"Return flights to Helsinki, hotel accommodation, transport and meals",882.55,1,https://interests-api.parliament.uk/api/v1/Interests/13880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13874,International visit to Japan between 09 October 2025 and 17 October 2025,,2025-11-13,2025-11-14,,Visits outside the UK,5353,26618,labour,Anna Gelderd,Japan,,"Delegation member of the APPG Japan visit to strengthen relationships with Japanese Parliamentarians, businesses and organisations with an interest in the UK and South East Cornwall.",,,,Japan APPG,0,"House of Commons, London SW1A 0AA",In kind,"Flights (£2,911.52) and accommodation (£1,943.14)",4854.66,1,https://interests-api.parliament.uk/api/v1/Interests/13874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13831,International visit to Japan between 08 October 2025 and 16 October 2025,,2025-11-12,2025-11-13,,Visits outside the UK,4785,25889,conservative,Dr Ben Spencer,Japan,,"Strengthening UK-Japan relations and engagement with Japanese politicians and businesses, including visits and meetings linked to my role as Shadow DSIT Minister of State.",,,APPG for Japan,APPG for Japan,0,"House of Commons, London SW1A 0AA",In kind,"Flights (£3,134.90), accommodation (£1,943.14), food and hospitality (£574.65), transport in Japan (£364.97)",6017.66,1,https://interests-api.parliament.uk/api/v1/Interests/13831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13836,International visit to United States between 17 October 2025 and 20 October 2025,,2025-11-12,2025-11-13,2025-12-15,Visits outside the UK,4597,25693,conservative,Mrs Kemi Badenoch,United States,,To participate in a conference organised by the Hoover Institute.,,,,Hoover Institution,0,"434 Galvez Mall, Stanford University, CA 94305 USA",In kind,"Accommodation for myself and two staff members (£4116.00). On 11 December Hoover reimbursed (£23,363.96), for flights for myself and two staff members,  originally made by the Conservative Party",27479.96,0,https://interests-api.parliament.uk/api/v1/Interests/13836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13865,International visit to Saudi Arabia between 08 October 2025 and 18 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4394,25375,labour,Imran Hussain,Saudi Arabia,,"Delegation of MPs and Peers to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to: trade, defence, tourism (Hajj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations",,,Saudi Arabia,Royal Embassy of Saudi Arabia,0,"30 Charles Street, Mayfair, London W1J 5DZ",In kind,"Flights (£6851.20), accommodation (£2580.31) and meals (£600)",10031.51,1,https://interests-api.parliament.uk/api/v1/Interests/13865,,,Chamber of Commerce Istanbul Turkiye,0,"Binbirdirek Meydani Sok, No:1, 34400, Fatih Istanbul, Turkiye",In kind,Accommodation: four nights in Madinah,1400,1,,,,,,,,,,,,,,,,,,,,,,,,4
13863,International visit to Saudi Arabia between 08 October 2025 and 18 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4747,25888,labour,Tahir Ali,Saudi Arabia,,"Delegation of MPs and Peers to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to: trade, defence, tourism (Hajj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations",,,,Royal Embassy of Saudi Arabia,0,"30 Charles Street, Mayfair, London W1J 5DZ",In kind,"Flights (£6,851.20), accommodation  (£1,580.31) and meals (£900)",9331.51,1,https://interests-api.parliament.uk/api/v1/Interests/13863,,,Chamber of Commerce Istanbul Turkiye,0,"Binbirdirek Meydani Sok, No:1, 34400, Fatih Istanbul, Turkiye",In kind,Accomodation:  four nights in Madinah,1400,1,,,,,,,,,,,,,,,,,,,,,,,,4
13861,International visit to Denmark between 22 October 2025 and 24 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4061,24905,labour,Bill Esterson,Denmark,Copenhagen,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,,,PRASEG,Parliamentary Renewable & Sustainable Energy Group (PRASEG),0,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Accommodation, return flights, subsistence, ground transport",1185,1,https://interests-api.parliament.uk/api/v1/Interests/13861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13868,International visit to Saudi Arabia between 08 October 2025 and 18 October 2025,,2025-11-13,2025-11-13,,Visits outside the UK,4598,25649,labour,Mohammad Yasin,Saudi Arabia,,"Part of a delegation of MPs and Peers to meet several Saudi Ministers, royal family members and members of the Shura Council, in relation to trade, defence, tourism (Hajj/Umrah), education and energy. A dinner was hosted at the British Embassy with the Ambassador to promote Saudi-British relations.",,,Saudi Arabia,Royal Embassy of Saudi Arabia,0,"30 Charles Street, Mayfair, London W1J 5DZ",In kind,"Flights (£6851.20), accommodation (£2580.31) and meals (£600)",10031.51,1,https://interests-api.parliament.uk/api/v1/Interests/13868,,,Chamber of Commerce Istanbul Turkiye,0,"Bindirdirek Meydani Sok, No:1, 34400, Fatih, Istanbul  Turkiye",In kind,Four nights accommodation in Madinah,1400,1,,,,,,,,,,,,,,,,,,,,,,,,4
13838,International visit to Israel between 23 October 2025 and 30 October 2025,,2025-11-12,2025-11-12,,Visits outside the UK,1593,11374,dup,Sammy Wilson,Israel,,"This was a fact finding visit which included visiting Israeli Jews, Christians, Muslims, Druze and others, meeting members of civil and political society (including Government and opposition MK's) being briefed by eyewitnesses to the murderous terrorist attacks by Hamas, Hezbollah, Iran and the Houthis.",,,,Embassy of Israel,0,"Embassy of Israel, 2 Palace Green, London W8 4QB",In kind,"Flights (£800),  food and transport (£1760), accommodation (£1250)",3810,1,https://interests-api.parliament.uk/api/v1/Interests/13838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13822,International visit to San Marino between 21 October 2025 and 26 October 2025,,2025-11-11,2025-11-11,,Visits outside the UK,1447,11199,reform,Andrew Rosindell,San Marino,,All-Party Parliamentary Group for San Marino visit to strengthen bilateral relations.,,,San Marino,Honorary Consulate for the Republic of San Marino,0,"Baird House, 15-17 St Cross St, London EC1N 8UW",In kind,"Flights/Transfers: £498.32, accommodation:  £635.75, subsistence: £413",1544.07,1,https://interests-api.parliament.uk/api/v1/Interests/13822,Vatican City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13826,International visit to Vatican City between 21 October 2025 and 23 October 2025,,2025-11-11,2025-11-11,,Visits outside the UK,4634,25675,liberal-democrat,Christine Jardine,Vatican City,,"Meetings with business people, parliamentarians and faith leaders in the Vatican City and San Marino to foster links between communities, parliaments and countries.",,,San Marino,Consulate of San Marino,0,"c/o Baird House, 15-17 St Cross Street, Farringdon, London EC1N 8UW",In kind,"Airfare and transfers (£534.36), accommodation (£193), subsistence (£173.38)",900.9400000000001,1,https://interests-api.parliament.uk/api/v1/Interests/13826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13817,International visit to Australia between 22 October 2025 and 29 October 2025,,2025-11-10,2025-11-10,,Visits outside the UK,5243,26601,labourco-operative,Andrew Pakes,Australia,,Speaker at the Business Council of Co-operative and Mutuals [BCCM] Leaders’ Summit in Adelaide. Meetings with Ministers and associated organisations in Canberra in relation to UK and Australian policies for co-operative and mutual businesses.,,,APPG on Mutuals,"Business Council of Co-operatives and Mutuals, Australia",0,"Level 6, 275 George Street, Sydney NSW 2000",In kind,"Flights, accommodation and meals",13194,1,https://interests-api.parliament.uk/api/v1/Interests/13817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13806,International visit to Cyprus between 10 October 2025 and 13 October 2025,,2025-11-08,2025-11-10,,Visits outside the UK,87,10217,conservative,Sir Roger Gale,Cyprus,Nicosia,"To attend the Morphou Rally and associated events, to meet with the President of the Republic, the President of the National Assembly, Members of Parliament, the Mayor and Members of the Council of Morphou and others.",,,,Morphou Municipality,0,"2 Aglantzias Avenue, 2108 Nicosia",In kind,"Accommodation for three nights (£482.96), internal transport (£200 estimated) and meals (£150 estimated)",832.96,1,https://interests-api.parliament.uk/api/v1/Interests/13806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13745,International visit to Italy between 05 October 2025 and 11 October 2025,,2025-11-04,2025-11-10,,Visits outside the UK,4397,25309,labour,Peter Dowd,Italy,Rome,"As co-chair of the All Party Parliamentary Group for Italy, the Group received an invite from the Chair of the British Friendship Group. The visit to the Italian Parliament was organised by the Italian Inter Parliament Union. The Group met with over 40 senior Italian MPs and Senators (including Chairs of Italian Parliamentary Select Committees) in both Houses of the Italian Parliament, as well as undertaking meetings with representatives of the British expat community and at the British School at Rome.",,,APPG Italy,Italian IPU Group,0,"Protocol Office, Chamber of Deputies, Piazza del Parlamento 24, 00186 Rome",In kind,"Lunch for myself (£47.76), tour of the Colosseum for myself and a guest (£113.20)",160.96,0,https://interests-api.parliament.uk/api/v1/Interests/13745,,,All Party Parliamentary Group for Italy,0,"House of Commons, London, SW1A 0AA",In kind,"Meals for myself and a guest (£158.78), transport for myself and a guest (£45.83)",204.61,0,Italian Parliament,0,"Camera de Deputati, Palazzo Montecitorio - Piazza Montecitorio 00186, Rome",In kind,"Presentation of symbolic, parliamentary items exchanged between me, as co Chair of the All Party Parliamentary Group for Italy, and the various senior Italian Select Committee Chairs we met (estimated value £340)",340,1,,,,,,,,,,,,,,,,,4
13804,International visit to Austria between 28 October 2025 and 29 October 2025,,2025-11-07,2025-11-10,,Visits outside the UK,4020,24817,conservative,George Freeman,Austria,Vienna,Participation as a speaker at the ESPI Conference in Vienna.,,,,European Space Policy Institute (ESPI),0,"Schwarzenbergplatz 16, TOP 1
1010 Vienna, Austria",In kind,"Return flights (£285.00), hotel (£112.00) and transfers (£121.00). I was accompanied by a staff member from my office, who covered all of their own travel expenses",518,0,https://interests-api.parliament.uk/api/v1/Interests/13804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13797,International visit to Brunei between 25 May 2025 and 30 May 2025,,2025-11-07,2025-11-07,,Visits outside the UK,4124,24807,labour,Dame Chi Onwurah,Brunei,,Experience the work of the British Army stationed in the Brunei,,,,Armed Forces Parliamentary Trust,0,Parliament,In kind,Flights London-Brunei,799.8200000000001,1,https://interests-api.parliament.uk/api/v1/Interests/13797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13785,International visit to Cyprus between 10 October 2025 and 13 October 2025,,2025-11-06,2025-11-07,,Visits outside the UK,4610,25676,labour,Bambos Charalambous,Cyprus,Nicosia,"To attend the annual Morphou Rally and associated events in Cyprus, to meet with the Mayor and councillors of the Morphou Municipality, other politicians and members from civil society.",,,,Morphou Municipality,0,"2 Aglantzias Avenue, 2108 Aglantzia, Nicosia Cyprus",In kind,"Accommodation for three nights (£482.96), transport (£200 estimate) and meals (£150 estimate)",832.96,1,https://interests-api.parliament.uk/api/v1/Interests/13785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13802,International visit to United States between 07 October 2025 and 10 October 2025,,2025-11-07,2025-11-07,,Visits outside the UK,4462,25374,conservative,Tom Tugendhat,United States,Washington,"Reimbursement of costs associated with attending a cross-partisan conference, supporting veteran leadership in UK and US politics.",,,,With Honor Action,0,"700 Pennsylvania Ave SE, Ste 420, Washington, DC 20003",Monetary,"Reimbursement for return flights (£8,902.94) and two nights accommodation (£565.36). Expected reimbursement of accommodation tax (£95.32), taxi to Heathrow (£84.77), taxi to IAD (£43.03) and taxi to and from the event (£31.78)",9468.299999999999,1,https://interests-api.parliament.uk/api/v1/Interests/13802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13787,International visit to Spain between 26 October 2025 and 28 October 2025,,2025-11-06,2025-11-07,,Visits outside the UK,4500,25356,labour,Clive Lewis,Spain,,To attend a Parliamentarians forum on the rise of the far right,,,,Friedrich-Ebert-Stiftung,0,"FES Regional Office for International Cooperation, Reichsratsstraße 13/5, 1010 Vienna Austria",In kind,"Flights (£527.39), hotel (£348.83), meals (£144.86) and in-country transport (£31.68)",1052.76,1,https://interests-api.parliament.uk/api/v1/Interests/13787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13775,International visit to Ukraine between 05 October 2025 and 11 October 2025,,2025-11-06,2025-11-06,,Visits outside the UK,5336,26627,liberal-democrat,Helen Maguire,Ukraine,,To raise the importance of humanitarian demining on the Ukrainian political agenda through dialogue and engagement with Ukrainian parliamentarians and officials.,,,Explosive Weapons and Their Impact APPG,Safelane Global (via Animar Travel Network),0,"Unit 2 Phocle Park, Phocle Green, Upton Bishop, Ross-On-Wye, Herefordshire, United Kingdom, HR9 7XU",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,https://interests-api.parliament.uk/api/v1/Interests/13775,,,RSK Group (via Animar Travel Network),0,"Spring Lodge, 172 Chester Road, Helsby, Cheshire, United Kingdom, WA6 0AR",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,Guartel Technologies (via Animar Travel Network),0,"4 Ravenscroft Court Buttington Cross Enterprise Park, Buttington, Welshpool, Powys, Wales, SY21 8SL",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,Alford Technology (via Animar Travel Network),0,"Alford House Epsom Square, White Horse Business Park, Trowbridge, Wiltshire, England, BA14 0XG",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,NIC Instruments (via Animar Travel Network),0,"Gladstone Road, Folkestone, Kent, CT19 5NF",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,,,4
13761,International visit to San Marino between 21 October 2025 and 26 October 2025,,2025-11-05,2025-11-06,,Visits outside the UK,5158,26361,independent,Rupert Lowe,San Marino,,All-Party Parliamentary Group for San Marino visit to San Marino and Vatican City in order to strengthen bilateral relations with the U.K.,,,APPG San Marino,Consulate of San Marino,0,"c/o Baird House, 15-17 Cross Street, Farringdon, London EC1N 8UW",In kind,"Airfare and ground transfers (£498.32), accommodation (£879.60) and subsistence (£413)",1790.92,0,https://interests-api.parliament.uk/api/v1/Interests/13761,Vatican City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13744,International visit to Denmark between 23 October 2025 and 24 October 2025,,2025-11-04,2025-11-05,,Visits outside the UK,5250,26531,liberal-democrat,Gideon Amos,Denmark,Copenhagen,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,,,Parliamentary Renewable & Sustainable Energy Group,Parliamentary Renewable & Sustainable Energy Group (PRASEG) Secretariat for the APPG for Renewable & Sustainable Energy,0,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Estimate of the probable value: Accommodation, return flights, subsistence",808,1,https://interests-api.parliament.uk/api/v1/Interests/13744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13730,International visit to Estonia between 12 October 2025 and 15 October 2025,,2025-11-03,2025-11-03,,Visits outside the UK,4932,26055,conservative,Mr Louie French,Estonia,,Cross Party delegation to Estonia to discuss defence and NATO.,,,,European Leaders Network (ELNET) UK,0,"4th Floor, 6 Princes Street, London W1B 2LG",In kind,"Cost includes hotel, travel and meals",1150,1,https://interests-api.parliament.uk/api/v1/Interests/13730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13735,International visit to Ukraine between 10 September 2025 and 15 September 2025,,2025-11-03,2025-11-03,,Visits outside the UK,5202,26567,labour,Jessica Toale,Ukraine,,"To attend the two day Yalta European Strategy (YES) Conference and meet with Ukrainian government officials, Parliamentarians, businesses, cultural institutions and charities. Visit also included a one day visit to Vinnytsia",,,,UK Friends of Ukraine,0,"81 High Street, Cosham, Portsmouth PO6 3BL",In kind,"YES Conference cost (£372.04), transfers (£262.12), BUCC-USUBC  roundtable lunch (£45.88), performance by Cultural Forces (£28.00). Vinnytsia transfers (£8.00), lunch (£18.00) and dinner (£34.00)",768.04,1,https://interests-api.parliament.uk/api/v1/Interests/13735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13663,International visit to Malaysia between 12 October 2025 and 14 October 2025,,2025-10-31,2025-11-03,,Visits outside the UK,185,10133,independent,Jeremy Corbyn,Malaysia,Kuala Lumper,Keynote Address at the Kuala Lumpur Conference on a New Just and Humane International Order,,,,World Network,0,"131, Jalan Macalister, 10400 Penang, Malaysia",In kind,Flights (£4280.22) and accommodation (£66.37),4346.59,1,https://interests-api.parliament.uk/api/v1/Interests/13663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13721,International visit to Denmark between 23 October 2025 and 24 October 2025,,2025-11-01,2025-11-03,,Visits outside the UK,5277,26499,scottish-national-party,Graham Leadbitter,Denmark,,APPG visit to high-level meetings and site visits in Copenhagen cross-channel cooperation for decarbonising heat and energy.,,,Parliamentary Renewable & Sustainable Energy Group,Parliamentary Renewable & Sustainable Energy Group (PRASEG) Secretariat for the APPG for Renewable & Sustainable Energy,0,"PRASEG, 10 Dean Farrar Street, London SW1H 0DX",In kind,"Accommodation, return flights and subsistence",808,1,https://interests-api.parliament.uk/api/v1/Interests/13721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13693,International visit to Saudi Arabia between 11 October 2025 and 15 October 2025,,2025-10-31,2025-11-03,,Visits outside the UK,5127,26564,labour,John Slinger,Saudi Arabia,Riyadh,"To further the aims of the APPG on Saudi Arabia, to strengthen bilateral relations, promote cultural exchange, and address key issues such as trade and regional stability via discussions, visits, and events to deepen mutual cooperation.",,,APPG on Saudi Arabia,The Kingdom of Saudi Arabia,0,"C/o
Royal Embassy of Saudi Arabia, 
30 Charles Street,
London
W1J 5DZ",In kind,"Flights from London to Riyadh (£7,276.54), hotel accommodation (£1,880.31) and food (£300)",9456.85,1,https://interests-api.parliament.uk/api/v1/Interests/13693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
13731,International visit to Ukraine between 05 October 2025 and 11 October 2025,,2025-11-03,2025-11-03,2025-11-07,Visits outside the UK,5354,26532,liberal-democrat,Cameron Thomas,Ukraine,,To raise the importance of humanitarian demining on the Ukrainian political agenda through dialogue and engagement with Ukrainian parliamentarians and officials.,,,Explosives Weapons and their Impact,Safelane Global (via Animar Travel Network),0,"Unit 2 Phocle Park, Phocle Green, Upton bishop, Ross on Wye, Herefordshire HR9 7XU",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,https://interests-api.parliament.uk/api/v1/Interests/13731,,,Guartel Technologies (via Animar Travel Network),0,"4 Ravenscroft Court Buttington Cross Enterprise Park, Buttington, Welshpool, Powys, Wales, SY21 8SL",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,Alford Technology (via Animar Travel Network),0,"Alford House Epsom Square, White Horse Business Park, Trowbridge, Wiltshire, England, BA14 0XG",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,NIC Instruments (via Animar Travel Network),0,"Gladstone Road, Folkestone, Kent, CT19 5NF",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60).",763.2,1,RSK Group (via Animar Travel Network),0,"Spring Lodge, 172 Chester Road, Helsby, Cheshire, United Kingdom, WA6 0AR",Monetary,"20% of all: Flights & Train (£237.80), internal travel (£53.80), accommodation (£154.80), hospitality (£210.20), Tech Equipment (£106.60)",763.2,1,,,4
13689,International visit to Italy between 05 October 2025 and 08 October 2025,,2025-11-03,2025-11-03,,Visits outside the UK,345,10352,conservative,Sir Edward Leigh,Italy,Rome,Fostering closer relations between Italy and the United Kingdom,,,APPG Italy,APPG Italy,0,"House of Commons, London SW1A 0AA",In kind,"Meals for myself and my staff member (£180.58), taxis for myself and my staff member (56.60)",237.18,0,https://interests-api.parliament.uk/api/v1/Interests/13689,,,Italian Inter Parliamentary Union,0,"Piazza Montecitorio, 00186 ROMA",In kind,Tour of the Colosseum for myself and my staff memeber (£113.20) and lunch for myself (£47.76),160.96,0,,,,,,,,,,,,,,,,,,,,,,,,4
13661,International visit to South Africa between 26 September 2025 and 04 October 2025,,2025-10-31,2025-11-03,,Visits outside the UK,185,10133,independent,Jeremy Corbyn,South Africa,,Raise awareness & fundraising for the crisis in Gaza,,,,Liyaquat Alli Ahmed,1,,In kind,Hotels (£286.14) and return flight (£2471.12),2757.26,1,https://interests-api.parliament.uk/api/v1/Interests/13661,Namibia,,Ismail Ebrahim,1,,In kind,Hotel (£46.06),46.06,1,Progressive International,0,"71-75 Shelton Street,
London WC2H 9JQ",In kind,Flight (£213.05) and hotel (£97.64),310.69,1,,,,,,,,,,,,,,,,,4
